SIPA1L2,0.26, Yes, 20.40
SIX1,0.40, Yes, 16.20
SKP2,0.14, Yes, 23.80
SLAMF9,0.28, Yes, 35.00
SLC12A3,0.36, Yes, 32.20
SLC15A4,0.41, Yes, 30.60
SLC16A11,0.19, Yes, 25.50
SLC18A1,0.19, Yes, 33.20
SLC22A2,0.44, Yes, 25.00
SLC22A31,0.40, Yes, 31.70
SLC24A1,0.64, Yes, 32.40
SLC25A21,0.33, Yes, 19.20
SLC25A23,0.24, Yes, 23.60
SLC25A52,0.26, Yes, 20.90
SLC28A3,0.22, Yes, 28.00
SLC2A14,0.33, Yes, 28.70
SLC30A9,0.41, Yes, 26.20
SLC35F3,0.37, Yes, 31.90
SLC38A8,0.38, Yes, 26.60
SLC41A1,0.28, Yes, 27.70
SLC51A,0.40, Yes, 25.70
SLC5A11,0.31, Yes, 34.80
SLC7A2,0.28, Yes, 33.20
SLC8A2,0.34, Yes, 30.60
SLK,0.39, Yes, 19.30
SMAD5,0.20, Yes, 16.20
SMC6,0.46, Yes, 25.00
SMG6,0.48, Yes, 32.10
SMG7,0.26, Yes, 23.70
SMOX,0.31, Yes, 23.70
SMPD3,0.31, Yes, 21.60
SMUG1,0.23, Yes, 19.10
SNCA,0.20, Yes, 18.60
SNRNP48,0.35, Yes, 15.30
SNRPE,0.26, Yes, 14.50
SNX17,0.19, Yes, 19.40
SNX8,0.19, Yes, 20.70
SOCS3,0.28, Yes, 11.60
SOS1,0.19, Yes, 24.80
SOWAHC,0.41, Yes, 20.40
SOX5,0.30, Yes, 18.30
SP5,0.27, Yes, 19.50
SPANXN1,0.33, Yes, 11.00
SPATA31E1,0.29, Yes, 33.60
SPATA33,0.39, Yes, 20.30
SPATS2,0.26, Yes, 13.40
SPDYA,0.20, Yes, 19.20
SPG20-AS1,0.15, Yes, 7.40
SPINK2,0.35, Yes, 26.10
SPINT4,0.21, Yes, 21.30
SPPL2C,0.33, Yes, 31.50
SPRYD4,0.08, Yes, 17.60
SRD5A2,0.45, Yes, 24.90
SREBF2,0.37, Yes, 28.50
SRGAP2,0.20, Yes, 17.80
SRRM5,0.65, Yes, 5.20
SRY,0.24, Yes, 13.40
SSTR5,0.23, Yes, 33.30
STAG3L4,0.23, Yes, 16.00
STAM2,0.18, Yes, 20.60
STBD1,0.34, Yes, 20.70
STK17B,0.33, Yes, 23.10
STK26,0.15, Yes, 20.10
STON1,0.14, Yes, 17.90
STRIP2,0.52, Yes, 25.80
STX8,0.22, Yes, 48.80
SULF1,0.26, Yes, 28.40
SUSD3,0.27, Yes, 28.80
SYCP2,0.36, Yes, 21.40
SYNJ2,0.27, Yes, 24.50
SYNJ2BP,0.15, Yes, 26.80
SYT14,0.24, Yes, 33.10
TAF1,0.20, Yes, 17.60
TAS2R40,0.36, Yes, 27.40
TATDN3,0.28, Yes, 22.50
TBATA,0.29, Yes, 18.70
TBC1D24,0.14, Yes, 25.60
TBCB,0.32, Yes, 16.40
TBL1XR1,0.15, Yes, 18.50
TBX4,0.18, Yes, 22.00
TC2N,0.17, Yes, 17.60
TCEA1,0.18, Yes, 11.90
TCP10L,0.20, Yes, 12.70
TEAD1,0.17, Yes, 22.60
TEKT2,0.15, Yes, 12.90
TEX26,0.25, Yes, 13.90
TEX264,0.44, Yes, 27.70
TFCP2L1,0.24, Yes, 15.60
TFDP3,0.21, Yes, 24.40
TGFB1,0.19, Yes, 28.80
THADA,0.21, Yes, 27.30
THSD4,0.24, Yes, 28.10
TICRR,0.25, Yes, 22.70
TIMM10,0.20, Yes, 7.60
TLE1,0.24, Yes, 21.00
TLX1,0.29, Yes, 16.30
TMC2,0.50, Yes, 29.40
TMED5,0.42, Yes, 28.40
TMEM120A,0.19, Yes, 27.90
TMEM145,0.39, Yes, 33.30
TMEM17,0.38, Yes, 34.00
TMEM175,0.32, Yes, 31.80
TMEM178A,0.31, Yes, 26.90
TMEM207,0.34, Yes, 33.70
TMEM233,0.52, Yes, 29.30
TMEM256,0.25, Yes, 29.40
TMEM50B,0.46, Yes, 23.90
TMEM61,0.35, Yes, 26.50
TMEM8C,0.37, Yes, 25.10
TMPRSS11B,0.23, Yes, 26.80
TMPRSS13,0.24, Yes, 34.10
TNFRSF13B,0.33, Yes, 29.80
TNFSF18,0.29, Yes, 26.50
TNNC2,0.21, Yes, 14.60
TOMM22,0.25, Yes, 27.80
TOR1AIP2,0.38, Yes, 13.50
TOR2A,0.16, Yes, 21.60
TP53INP2,0.27, Yes, 13.20
TPK1,0.14, Yes, 21.40
TPRG1L,0.24, Yes, 16.50
TPSB2,0.16, Yes, 27.20
TPT1,0.27, Yes, 18.90
TRAF3,0.19, Yes, 19.80
TRAPPC12,0.19, Yes, 20.70
TREML2,0.35, Yes, 31.90
TRERF1,0.26, Yes, 21.90
TRIM45,0.29, Yes, 16.50
TRIM68,0.21, Yes, 17.90
TRIML1,0.17, Yes, 19.40
TRPM8,0.26, Yes, 29.30
TSC22D3,0.42, Yes, 16.30
TSEN15,0.12, Yes, 22.20
TSHR,0.34, Yes, 31.20
TSPAN5,0.31, Yes, 28.80
TSPY10,0.34, Yes, 17.60
TTC21A,0.27, Yes, 25.00
TTC27,0.22, Yes, 26.00
TTF2,0.25, Yes, 23.00
TTPA,0.16, Yes, 18.50
TXNL1,0.26, Yes, 13.20
TYW3,0.51, Yes, 14.50
UBE2B,0.23, Yes, 14.60
UBE2V1,0.12, Yes, 8.80
UBQLN2,0.26, Yes, 21.10
UBTFL6,0.21, Yes, 13.00
UBXN7,0.23, Yes, 16.00
UFD1L,0.12, Yes, 15.00
UGT1A3,0.18, Yes, 28.90
UHRF1BP1,0.23, Yes, 22.40
ULK3,0.16, Yes, 20.70
UNC80,0.24, Yes, 25.70
USP1,0.29, Yes, 18.50
USP17L19,0.24, Yes, 23.60
USP3,0.25, Yes, 20.50
UST,0.26, Yes, 23.90
VCP,0.14, Yes, 17.00
VEGFB,0.23, Yes, 22.90
VIL1,0.16, Yes, 16.40
VPS33A,0.21, Yes, 20.40
VPS72,0.35, Yes, 10.70
VTI1B,0.18, Yes, 31.70
WAPAL,0.23, Yes, 22.50
WBSCR27,0.18, Yes, 22.90
WDR34,0.25, Yes, 20.70
WDR61,0.13, Yes, 15.40
WDR90,0.20, Yes, 27.50
WFS1,0.49, Yes, 28.10
WNK1,0.33, Yes, 20.70
WRB,0.36, Yes, 29.40
XAGE2,0.13, Yes, 9.60
XKRY2,0.18, Yes, 29.90
XRCC3,0.31, Yes, 22.00
YAF2,0.37, Yes, 15.90
YIPF2,0.38, Yes, 31.20
YME1L1,0.23, Yes, 33.30
YPEL1,0.19, Yes, 17.30
YWHAZ,0.16, Yes, 15.50
ZBED9,0.23, Yes, 25.50
ZBP1,0.22, Yes, 17.90
ZBTB42,0.18, Yes, 19.60
ZC3H12A,0.19, Yes, 20.30
ZCCHC12,0.27, Yes, 15.90
ZDHHC14,0.22, Yes, 26.90
ZEB2,0.36, Yes, 18.80
ZFP28,0.29, Yes, 17.90
ZFYVE27,0.29, Yes, 21.40
ZIM2,0.31, Yes, 15.30
ZMYM1,0.23, Yes, 23.20
ZNF136,0.32, Yes, 10.60
ZNF18,0.32, Yes, 16.00
ZNF185,0.27, Yes, 16.70
ZNF226,0.23, Yes, 12.20
ZNF267,0.33, Yes, 22.00
ZNF317,0.34, Yes, 16.20
ZNF350,0.26, Yes, 23.60
ZNF354C,0.20, Yes, 15.50
ZNF414,0.29, Yes, 13.60
ZNF442,0.33, Yes, 16.10
ZNF484,0.25, Yes, 13.30
ZNF514,0.28, Yes, 24.50
ZNF547,0.37, Yes, 17.50
ZNF569,0.34, Yes, 15.20
ZNF57,0.41, Yes, 13.60
ZNF594,0.24, Yes, 13.40
ZNF621,0.33, Yes, 19.00
ZNF655,0.30, Yes, 9.60
ZNF683,0.36, Yes, 18.90
ZNF711,0.47, Yes, 17.40
ZNF747,0.38, Yes, 16.50
ZNF778,0.37, Yes, 16.30
ZNF780A,0.27, Yes, 14.90
ZNF814,0.32, Yes, 18.20
ZNF846,0.35, Yes, 17.50
ZNF93,0.50, Yes, 26.30
ZSCAN10,0.20, Yes, 17.50
ZSWIM4,0.23, Yes, 24.70
